snapshot_date,id,namespace,name,provider,downloads,verified,source,published_at,latest_version,description
2026-07-13,avinor/vpn/azurerm/2.0.0,avinor,vpn,azurerm,6203,False,https://github.com/avinor/terraform-azurerm-vpn,2021-05-26T08:41:08.981198Z,2.0.0,Create an Azure Virtual Network Gateway and configure it for S2S and optionally P2S connectivity
2026-07-13,iq3cloud-dev/iq3-aks/azurerm/0.0.14,iq3cloud-dev,iq3-aks,azurerm,6185,False,https://github.com/iq3cloud-dev/terraform-azurerm-iq3-aks,2022-05-31T12:55:22.031385Z,0.0.14,
2026-07-13,avinor/remote-backend/azurerm/3.0.0,avinor,remote-backend,azurerm,6169,False,https://github.com/avinor/terraform-azurerm-remote-backend,2022-10-27T09:01:28.679207Z,3.0.0,Terraform module to deploy a remote backend storage for Azure
2026-07-13,adfinis-forks/aks/azurerm/1.0.1,adfinis-forks,aks,azurerm,6153,False,https://github.com/adfinis-forks/terraform-azurerm-aks,2019-05-06T11:26:14.436378Z,1.0.1,Terraform Module for deploying an AKS cluster
2026-07-13,walmartdigital/lb/azurerm/0.4.0,walmartdigital,lb,azurerm,6135,False,https://github.com/walmartdigital/terraform-azurerm-lb,2020-03-18T01:55:52.743062Z,0.4.0,
2026-07-13,anoff/functionapp/azurerm/0.4.0,anoff,functionapp,azurerm,6125,False,https://github.com/anoff/terraform-azurerm-functionapp,2018-04-12T21:07:45.640173Z,0.4.0,Deploy a dedicated or consumption based Function App with all dependencies and minimal config
2026-07-13,Azure/avm-res-edge-site/azurerm/3.0.0,Azure,avm-res-edge-site,azurerm,6080,True,https://github.com/Azure/terraform-azurerm-avm-res-edge-site,2025-09-09T08:33:10.276545Z,3.0.0,Terraform Azure Verified Resource Module for Azure Arc Site manager
2026-07-13,andrewCluey/keyvault/azurerm/2.0.1,andrewCluey,keyvault,azurerm,6046,False,https://github.com/andrewCluey/terraform-azurerm-keyvault,2022-06-08T18:15:22.225013Z,2.0.1,Terraform module to deploy KeyVault
2026-07-13,rkoosaar/resource-group/azurerm/0.0.4,rkoosaar,resource-group,azurerm,6044,False,https://github.com/rkoosaar/terraform-azurerm-resource-group,2021-06-10T08:28:40.758753Z,0.0.4,Terraform module for creating and managing Azure Resource Group resources
2026-07-13,coreos/kubernetes/azurerm/1.8.9-tectonic.1,coreos,kubernetes,azurerm,6037,False,https://github.com/coreos/terraform-azurerm-kubernetes,2019-02-14T16:56:02.513411Z,1.8.9-tectonic.1,"Install a Kubernetes cluster the CoreOS Tectonic Way: HA, self-hosted, RBAC, etcd Operator, and more"
2026-07-13,claranet/front-door/azurerm/6.1.1,claranet,front-door,azurerm,6033,False,https://github.com/claranet/terraform-azurerm-front-door,2023-03-01T09:15:47.270267Z,6.1.1,Terraform module for Azure Front Door (classic)
